Ticker,Name,Price,Volume,Signal,Model,Success Rate,Mean Ret,Median Ret,T-Score,Trades,Ave. Days,Link to Details
BZUN,Baozun Inc.,$47.83 ,871278,Buy,ADOSC[3_10]_crosses_0_level,100.00%,5.66%,5.32%,21.06,22,8.8,https://arizet.com/quantumstocks/#v/pl/tk/BZUN/sn/ADOSC[3_10]_crosses_0_level/sg/Buy/bk/ADOSC[3_10]_crosses_0_level_Buy_BZUN_1:3_ATR[20]_m24/tp/Ticker/
ONE,OneSmart International Education Group Limited,$7.35 ,219445,Buy,CCI[20]_crosses_back_100_(-100)_levels,100.00%,5.31%,4.91%,21.23,15,9.3,https://arizet.com/quantumstocks/#v/pl/tk/ONE/sn/CCI[20]_crosses_back_100_(-100)_levels/sg/Buy/bk/CCI[20]_crosses_back_100_(-100)_levels_Sell_ONE_1:3_ATR[20]_m24/tp/Ticker/
NWHM,New Home Company Inc. (The),$4.05 ,188194,Buy,WMA[100]_price_crossover,100.00%,5.02%,5.85%,11.1,15,13.7,https://arizet.com/quantumstocks/#v/pl/tk/NWHM/sn/WMA[100]_price_crossover/sg/Buy/bk/WMA[100]_price_crossover_Sell_NWHM_1:3_ATR[20]_m24/tp/Ticker/
NWHM,New Home Company Inc. (The),$4.05 ,188194,Buy,TRIMA[50]_price_crossover,100.00%,4.53%,5.38%,11.14,19,10.5,https://arizet.com/quantumstocks/#v/pl/tk/NWHM/sn/TRIMA[50]_price_crossover/sg/Buy/bk/TRIMA[50]_price_crossover_Sell_NWHM_1:2_ATR[20]_m24/tp/Ticker/
NWHM,New Home Company Inc. (The),$4.05 ,188194,Buy,EMA[50]_price_crossover,100.00%,4.79%,5.37%,13.07,18,7.5,https://arizet.com/quantumstocks/#v/pl/tk/NWHM/sn/EMA[50]_price_crossover/sg/Buy/bk/EMA[50]_price_crossover_Sell_NWHM_1:3_ATR[20]_m24/tp/Ticker/
NWHM,New Home Company Inc. (The),$4.05 ,188194,Buy,CMO[21]_crosses_0_level,100.00%,4.69%,5.45%,13.25,20,7,https://arizet.com/quantumstocks/#v/pl/tk/NWHM/sn/CMO[21]_crosses_0_level/sg/Buy/bk/CMO[21]_crosses_0_level_Sell_NWHM_1:3_ATR[20]_m24/tp/Ticker/
NSSC,"NAPCO Security Technologies, Inc.",$27.56 ,134314,Buy,MFI[7]_crosses_back_70_30_levels,100.00%,4.39%,4.31%,21.35,16,11.6,https://arizet.com/quantumstocks/#v/pl/tk/NSSC/sn/MFI[7]_crosses_back_70_30_levels/sg/Buy/bk/MFI[7]_crosses_back_70_30_levels_Buy_NSSC_1:3_ATR[20]_m24/tp/Ticker/
NDAQ,"Nasdaq, Inc.",$99.52 ,568014,Buy,TRIMA[20]_price_crossover,100.00%,1.79%,1.90%,17.47,21,8.7,https://arizet.com/quantumstocks/#v/pl/tk/NDAQ/sn/TRIMA[20]_price_crossover/sg/Buy/bk/TRIMA[20]_price_crossover_Buy_NDAQ_1:3_ATR[20]_m24/tp/Ticker/
NBR,Nabors Industries Ltd.,$2.30 ,6549096,Buy,WMA[100]_price_crossover,100.00%,5.41%,4.96%,14.92,15,7.7,https://arizet.com/quantumstocks/#v/pl/tk/NBR/sn/WMA[100]_price_crossover/sg/Buy/bk/WMA[100]_price_crossover_Sell_NBR_1:3_ATR[20]_m24/tp/Ticker/
MTP,Midatech Pharma PLC,$1.25 ,10670,Buy,MFI[14]_crosses_70_30_levels,100.00%,24.45%,26.94%,8.72,18,28.6,https://arizet.com/quantumstocks/#v/pl/tk/MTP/sn/MFI[14]_crosses_70_30_levels/sg/Buy/bk/MFI[14]_crosses_70_30_levels_Sell_MTP_exit_after_20_days_m24/tp/Ticker/
IGC,India Globalization Capital Inc.,$1.13 ,642735,Buy,WMA[5]_price_crossover,100.00%,17.17%,16.95%,13.67,20,14.2,https://arizet.com/quantumstocks/#v/pl/tk/IGC/sn/WMA[5]_price_crossover/sg/Buy/bk/WMA[5]_price_crossover_Sell_IGC_1:3_ATR[20]_m24/tp/Ticker/
IGC,India Globalization Capital Inc.,$1.13 ,642735,Buy,TRIMA[5]_price_crossover,100.00%,17.02%,16.45%,12.07,17,15.3,https://arizet.com/quantumstocks/#v/pl/tk/IGC/sn/TRIMA[5]_price_crossover/sg/Buy/bk/TRIMA[5]_price_crossover_Sell_IGC_1:3_ATR[20]_m24/tp/Ticker/
IGC,India Globalization Capital Inc.,$1.13 ,642735,Buy,SMA[5]_price_crossover,100.00%,17.76%,16.95%,11.58,16,15.1,https://arizet.com/quantumstocks/#v/pl/tk/IGC/sn/SMA[5]_price_crossover/sg/Buy/bk/SMA[5]_price_crossover_Sell_IGC_1:3_ATR[20]_m24/tp/Ticker/
HUM,Humana Inc.,$274.69 ,935356,Buy,CCI[10]_crosses_back_100_(-100)_levels,100.00%,2.38%,2.37%,18.4,28,6.2,https://arizet.com/quantumstocks/#v/pl/tk/HUM/sn/CCI[10]_crosses_back_100_(-100)_levels/sg/Buy/bk/CCI[10]_crosses_back_100_(-100)_levels_Buy_HUM_1:3_ATR[20]_m24/tp/Ticker/
HIG,"The Hartford Financial Services Group, Inc.",$60.32 ,1840405,Buy,BBANDS[50_2_2]_breakout,100.00%,1.54%,1.45%,20.11,15,8.5,https://arizet.com/quantumstocks/#v/pl/tk/HIG/sn/BBANDS[50_2_2]_breakout/sg/Buy/bk/BBANDS[50_2_2]_breakout_Buy_HIG_1:3_ATR[20]_m24/tp/Ticker/
HIG,"The Hartford Financial Services Group, Inc.",$60.32 ,1840405,Buy,ACCBANDS[50]_breakout,100.00%,1.59%,1.53%,23.9,17,8,https://arizet.com/quantumstocks/#v/pl/tk/HIG/sn/ACCBANDS[50]_breakout/sg/Buy/bk/ACCBANDS[50]_breakout_Buy_HIG_1:3_ATR[20]_m24/tp/Ticker/
CTRP,"Ctrip.com International, Ltd.",$36.01 ,3428436,Buy,EMA[50]_price_crossover,100.00%,3.29%,3.00%,13.33,16,8.3,https://arizet.com/quantumstocks/#v/pl/tk/CTRP/sn/EMA[50]_price_crossover/sg/Buy/bk/EMA[50]_price_crossover_Sell_CTRP_1:3_ATR[20]_m24/tp/Ticker/
AAOI,"Applied Optoelectronics, Inc.",$11.17 ,278659,Buy,ACCBANDS[50]_breakout,100.00%,11.17%,11.51%,7.56,19,21.4,https://arizet.com/quantumstocks/#v/pl/tk/AAOI/sn/ACCBANDS[50]_breakout/sg/Buy/bk/ACCBANDS[50]_breakout_Sell_AAOI_2:3_ATR[20]_m24/tp/Ticker/
HCC,Warrior Met Coal Inc.,$22.64 ,981709,Buy,SMA[50]_price_crossover,100.00%,5.42%,5.02%,10.69,17,10.2,https://arizet.com/quantumstocks/#v/pl/tk/HCC/sn/SMA[50]_price_crossover/sg/Buy/bk/SMA[50]_price_crossover_Buy_HCC_1:3_ATR[20]_m24/tp/Ticker/
HCA,"HCA Healthcare, Inc.",$129.07 ,994523,Buy,CDLHARAMI_reversal,100.00%,2.23%,2.20%,20.47,21,8.4,https://arizet.com/quantumstocks/#v/pl/tk/HCA/sn/CDLHARAMI_reversal/sg/Buy/bk/CDLHARAMI_reversal_Buy_HCA_1:3_ATR[20]_m24/tp/Ticker/
GDDY,GoDaddy Inc.,$66.18 ,2094788,Buy,WMA[50]_price_crossover,100.00%,3.17%,2.46%,8.8,18,11.9,https://arizet.com/quantumstocks/#v/pl/tk/GDDY/sn/WMA[50]_price_crossover/sg/Buy/bk/WMA[50]_price_crossover_Buy_GDDY_1:3_ATR[20]_m24/tp/Ticker/
FCFS,"First Cash, Inc.",$98.03 ,188826,Buy,SMA[10]_price_crossover,97.90%,2.21%,2.16%,16.77,47,9,https://arizet.com/quantumstocks/#v/pl/tk/FCFS/sn/SMA[10]_price_crossover/sg/Buy/bk/SMA[10]_price_crossover_Buy_FCFS_1:3_ATR[20]_m24/tp/Ticker/
FBSS,"Fauquier Bankshares, Inc.",$19.76 ,17976,Buy,BBANDS[10_1_1]_counter_trend,97.20%,1.98%,1.67%,4.42,36,4.9,https://arizet.com/quantumstocks/#v/pl/tk/FBSS/sn/BBANDS[10_1_1]_counter_trend/sg/Buy/bk/BBANDS[10_1_1]_counter_trend_Buy_FBSS_1:3_ATR[20]_m24/tp/Ticker/
FBMS,"The First Bancshares, Inc.",$33.82 ,71845,Buy,ZIGZAGHL[10_10_0_5]_trend_follow,97.20%,1.76%,1.98%,7.84,36,9.2,https://arizet.com/quantumstocks/#v/pl/tk/FBMS/sn/ZIGZAGHL[10_10_0_5]_trend_follow/sg/Buy/bk/ZIGZAGHL[10_10_0_5]_trend_follow_Buy_FBMS_1:3_ATR[20]_m24/tp/Ticker/
EXAS,Exact Sciences Corporation,$106.71 ,1120218,Buy,RSI[9]_crosses_70_30_levels,100.00%,14.98%,10.20%,4.98,15,28.9,https://arizet.com/quantumstocks/#v/pl/tk/EXAS/sn/RSI[9]_crosses_70_30_levels/sg/Buy/bk/RSI[9]_crosses_70_30_levels_Buy_EXAS_exit_after_20_days_m24/tp/Ticker/
EXAS,Exact Sciences Corporation,$106.71 ,1120218,Buy,RSI[5]_crosses_80_20_levels,100.00%,16.89%,10.38%,4.15,15,29.1,https://arizet.com/quantumstocks/#v/pl/tk/EXAS/sn/RSI[5]_crosses_80_20_levels/sg/Buy/bk/RSI[5]_crosses_80_20_levels_Buy_EXAS_exit_after_20_days_m24/tp/Ticker/
EBSB,"Meridian Bancorp, Inc.",$18.73 ,116158,Buy,BBANDS[50_1_1]_breakout,100.00%,2.47%,1.97%,6.33,15,8.4,https://arizet.com/quantumstocks/#v/pl/tk/EBSB/sn/BBANDS[50_1_1]_breakout/sg/Buy/bk/BBANDS[50_1_1]_breakout_Buy_EBSB_1:3_ATR[20]_m24/tp/Ticker/
DTE,DTE Energy Company,$128.43 ,879319,Buy,SMA[50]_price_crossover,100.00%,1.61%,1.57%,16.64,17,8.6,https://arizet.com/quantumstocks/#v/pl/tk/DTE/sn/SMA[50]_price_crossover/sg/Buy/bk/SMA[50]_price_crossover_Buy_DTE_1:3_ATR[20]_m24/tp/Ticker/
DPW,Digital Power Corporation,$3.04 ,842303,Buy,AROONOSC[10]_crosses_0_level,100.00%,9.29%,6.68%,5.74,22,7.3,https://arizet.com/quantumstocks/#v/pl/tk/DPW/sn/AROONOSC[10]_crosses_0_level/sg/Buy/bk/AROONOSC[10]_crosses_0_level_Sell_DPW_exit_after_5_days_m24/tp/Ticker/
DENN,Denny's Corporation,$22.64 ,245547,Buy,MFI[7]_crosses_80_20_levels,100.00%,5.11%,5.06%,28.17,15,11.1,https://arizet.com/quantumstocks/#v/pl/tk/DENN/sn/MFI[7]_crosses_80_20_levels/sg/Buy/bk/MFI[7]_crosses_80_20_levels_Buy_DENN_2:3_ATR[20]_m24/tp/Ticker/
MSG,The Madison Square Garden Company,$268.64 ,295758,Sell,RSI[7]_crosses_70_30_levels,100.00%,2.54%,2.20%,12.45,20,7.9,https://arizet.com/quantumstocks/#v/pl/tk/MSG/sn/RSI[7]_crosses_70_30_levels/sg/Sell/bk/RSI[7]_crosses_70_30_levels_Buy_MSG_1:3_ATR[20]_m24/tp/Ticker/
DCO,Ducommun Incorporated,$46.45 ,183924,Sell,CCI[40]_crosses_100_(-100)_levels,100.00%,3.52%,3.56%,21.27,15,7.2,https://arizet.com/quantumstocks/#v/pl/tk/DCO/sn/CCI[40]_crosses_100_(-100)_levels/sg/Sell/bk/CCI[40]_crosses_100_(-100)_levels_Buy_DCO_1:3_ATR[20]_m24/tp/Ticker/
DEI,"Douglas Emmett, Inc.",$42.01 ,1115182,Sell,ZIGZAGHL[3_3_0_10]_mean_reversion,100.00%,1.33%,1.31%,49.21,26,5.2,https://arizet.com/quantumstocks/#v/pl/tk/DEI/sn/ZIGZAGHL[3_3_0_10]_mean_reversion/sg/Sell/bk/ZIGZAGHL[3_3_0_10]_mean_reversion_Sell_DEI_1:3_ATR[20]_m24/tp/Ticker/
DEI,"Douglas Emmett, Inc.",$42.01 ,1115182,Sell,ZIGZAGHL[5_15_0_7]_mean_reversion,100.00%,1.33%,1.31%,49.21,26,5.2,https://arizet.com/quantumstocks/#v/pl/tk/DEI/sn/ZIGZAGHL[5_15_0_7]_mean_reversion/sg/Sell/bk/ZIGZAGHL[5_15_0_7]_mean_reversion_Sell_DEI_1:3_ATR[20]_m24/tp/Ticker/
DAKT,"Daktronics, Inc.",$7.78 ,211791,Sell,ZIGZAGHL[5_15_0_7]_mean_reversion,100.00%,2.94%,2.99%,19.53,16,7.4,https://arizet.com/quantumstocks/#v/pl/tk/DAKT/sn/ZIGZAGHL[5_15_0_7]_mean_reversion/sg/Sell/bk/ZIGZAGHL[5_15_0_7]_mean_reversion_Buy_DAKT_1:3_ATR[20]_m24/tp/Ticker/
DKS,"DICK'S Sporting Goods, Inc.",$39.00 ,1686544,Sell,STOCH[14_2_5]_K_crosses_D_line,100.00%,3.53%,3.49%,31.6,18,6.2,https://arizet.com/quantumstocks/#v/pl/tk/DKS/sn/STOCH[14_2_5]_K_crosses_D_line/sg/Sell/bk/STOCH[14_2_5]_K_crosses_D_line_Buy_DKS_1:3_ATR[20]_m24/tp/Ticker/
DMLP,"Dorchester Minerals, L.P.",$18.38 ,35629,Sell,CCI[30]_crosses_100_(-100)_levels,100.00%,2.59%,2.64%,23.84,20,6.5,https://arizet.com/quantumstocks/#v/pl/tk/DMLP/sn/CCI[30]_crosses_100_(-100)_levels/sg/Sell/bk/CCI[30]_crosses_100_(-100)_levels_Buy_DMLP_1:3_ATR[20]_m24/tp/Ticker/
CZNC,Citizens & Northern Corp,$26.19 ,25096,Sell,STOCH[5_1_3]_K_crosses_D_line,100.00%,2.91%,2.74%,21.81,25,7,https://arizet.com/quantumstocks/#v/pl/tk/CZNC/sn/STOCH[5_1_3]_K_crosses_D_line/sg/Sell/bk/STOCH[5_1_3]_K_crosses_D_line_Buy_CZNC_1:3_ATR[20]_m24/tp/Ticker/
CZNC,Citizens & Northern Corp,$26.19 ,25096,Sell,STOCHF[5_3]_K_crosses_D_line,100.00%,2.91%,2.74%,21.81,25,7,https://arizet.com/quantumstocks/#v/pl/tk/CZNC/sn/STOCHF[5_3]_K_crosses_D_line/sg/Sell/bk/STOCHF[5_3]_K_crosses_D_line_Buy_CZNC_1:3_ATR[20]_m24/tp/Ticker/
DVA,DaVita Inc.,$61.86 ,3595249,Sell,ZIGZAGHL[3_3_0_10]_mean_reversion,100.00%,11.35%,9.64%,5.72,16,28.7,https://arizet.com/quantumstocks/#v/pl/tk/DVA/sn/ZIGZAGHL[3_3_0_10]_mean_reversion/sg/Sell/bk/ZIGZAGHL[3_3_0_10]_mean_reversion_Buy_DVA_exit_after_20_days_m24/tp/Ticker/
CYOU,Changyou.com Limited,$9.00 ,377238,Sell,STOCH[5_1_3]_K_crosses_D_line,100.00%,3.90%,4.18%,20.22,18,7.6,https://arizet.com/quantumstocks/#v/pl/tk/CYOU/sn/STOCH[5_1_3]_K_crosses_D_line/sg/Sell/bk/STOCH[5_1_3]_K_crosses_D_line_Sell_CYOU_1:3_ATR[20]_m24/tp/Ticker/
EMKR,EMCORE Corporation,$3.04 ,23315,Sell,WMA[100]_price_crossover,100.00%,4.25%,4.27%,42.37,16,10.4,https://arizet.com/quantumstocks/#v/pl/tk/EMKR/sn/WMA[100]_price_crossover/sg/Sell/bk/WMA[100]_price_crossover_Sell_EMKR_1:3_ATR[20]_m24/tp/Ticker/
EQT,EQT Corporation,$12.16 ,4835913,Sell,STOCHF[14_3]_K_crosses_D_line,100.00%,3.57%,3.19%,11.68,22,8,https://arizet.com/quantumstocks/#v/pl/tk/EQT/sn/STOCHF[14_3]_K_crosses_D_line/sg/Sell/bk/STOCHF[14_3]_K_crosses_D_line_Sell_EQT_1:2_ATR[20]_m24/tp/Ticker/
EQT,EQT Corporation,$12.16 ,4835913,Sell,STOCHF[21_3]_K_crosses_D_line,100.00%,3.43%,3.14%,10.31,19,9,https://arizet.com/quantumstocks/#v/pl/tk/EQT/sn/STOCHF[21_3]_K_crosses_D_line/sg/Sell/bk/STOCHF[21_3]_K_crosses_D_line_Sell_EQT_1:2_ATR[20]_m24/tp/Ticker/
ESBK,Elmira Savings Bank NY (The),$14.52 ,11288,Sell,RSI[5]_crosses_70_30_levels,100.00%,1.13%,0.99%,8.59,16,5.2,https://arizet.com/quantumstocks/#v/pl/tk/ESBK/sn/RSI[5]_crosses_70_30_levels/sg/Sell/bk/RSI[5]_crosses_70_30_levels_Sell_ESBK_1:3_ATR[20]_m24/tp/Ticker/
ES,Eversource Energy,$82.38 ,1702779,Sell,STOCHF[14_3]_K_crosses_D_line,100.00%,1.71%,1.46%,15.19,15,9.5,https://arizet.com/quantumstocks/#v/pl/tk/ES/sn/STOCHF[14_3]_K_crosses_D_line/sg/Sell/bk/STOCHF[14_3]_K_crosses_D_line_Buy_ES_1:3_ATR[20]_m24/tp/Ticker/
ES,Eversource Energy,$82.38 ,1702779,Sell,STOCHF[21_3]_K_crosses_D_line,100.00%,1.90%,1.73%,10.81,16,10.5,https://arizet.com/quantumstocks/#v/pl/tk/ES/sn/STOCHF[21_3]_K_crosses_D_line/sg/Sell/bk/STOCHF[21_3]_K_crosses_D_line_Buy_ES_1:3_ATR[20]_m24/tp/Ticker/
CYOU,Changyou.com Limited,$9.00 ,377238,Sell,STOCHF[5_3]_K_crosses_D_line,100.00%,3.90%,4.18%,20.22,18,7.6,https://arizet.com/quantumstocks/#v/pl/tk/CYOU/sn/STOCHF[5_3]_K_crosses_D_line/sg/Sell/bk/STOCHF[5_3]_K_crosses_D_line_Sell_CYOU_1:3_ATR[20]_m24/tp/Ticker/
CXP,"Columbia Property Trust, Inc.",$21.38 ,315482,Sell,EMA[100]_price_crossover,100.00%,1.73%,1.74%,36.47,17,7.1,https://arizet.com/quantumstocks/#v/pl/tk/CXP/sn/EMA[100]_price_crossover/sg/Sell/bk/EMA[100]_price_crossover_Sell_CXP_1:3_ATR[20]_m24/tp/Ticker/
